               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.007099,            0.002948,            0.000573,             0.98227,             0.98823,             0.99472,             0.87884,           0.0076833,           0.0034959,          0.00048609,            0.002278,            0.002278,            0.002278
                 158,           0.0083205,           0.0030947,          0.00064998,             0.99869,             0.96127,               0.995,             0.86555,           0.0076267,           0.0035351,           0.0004375,           0.0022285,           0.0022285,           0.0022285
                 159,           0.0082318,           0.0030646,           0.0008374,             0.99542,             0.96325,               0.995,             0.86247,           0.0075098,           0.0035883,          0.00041298,            0.002179,            0.002179,            0.002179
                 160,           0.0089656,           0.0029923,          0.00081057,             0.99885,             0.95902,             0.99198,             0.85977,           0.0083743,           0.0036103,          0.00040555,           0.0021295,           0.0021295,           0.0021295
                 161,           0.0072863,             0.00286,          0.00053114,             0.99557,             0.97318,               0.995,             0.86717,           0.0078361,           0.0036296,           0.0004116,             0.00208,             0.00208,             0.00208
                 162,           0.0073199,           0.0028662,          0.00052551,             0.99266,              0.9819,               0.995,             0.86788,           0.0073942,            0.003523,          0.00041469,           0.0020305,           0.0020305,           0.0020305
                 163,           0.0072221,           0.0029382,          0.00059667,             0.97982,             0.98351,             0.99438,             0.86873,           0.0078506,           0.0034506,          0.00041438,            0.001981,            0.001981,            0.001981
                 164,           0.0087326,           0.0029876,           0.0011774,             0.98487,             0.98096,               0.995,             0.87091,           0.0071914,           0.0034367,          0.00041396,           0.0019315,           0.0019315,           0.0019315
                 165,           0.0070895,           0.0029624,          0.00054973,             0.97903,                   1,               0.995,             0.86879,           0.0073691,           0.0033035,          0.00039827,            0.001882,            0.001882,            0.001882
                 166,           0.0083443,           0.0028811,          0.00064681,             0.98474,             0.99996,               0.995,             0.87151,           0.0074225,           0.0032698,          0.00037699,           0.0018325,           0.0018325,           0.0018325
                 167,           0.0079177,           0.0030177,          0.00072722,             0.98365,             0.99722,               0.995,              0.8649,           0.0069143,           0.0032704,          0.00037101,            0.001783,            0.001783,            0.001783
                 168,           0.0081885,           0.0028796,           0.0013147,             0.97037,             0.99994,               0.995,             0.86913,           0.0070898,           0.0032853,          0.00036227,           0.0017335,           0.0017335,           0.0017335
                 169,           0.0064035,            0.002949,          0.00043864,             0.97125,             0.99996,               0.995,             0.86628,           0.0073297,           0.0033686,          0.00035251,            0.001684,            0.001684,            0.001684
                 170,           0.0086851,            0.002962,           0.0015762,             0.98665,             0.98684,               0.995,             0.86675,           0.0073164,           0.0033484,          0.00034189,           0.0016345,           0.0016345,           0.0016345
                 171,           0.0067384,           0.0028342,          0.00064599,             0.99143,             0.99249,               0.995,             0.87117,           0.0070971,           0.0033726,          0.00033488,            0.001585,            0.001585,            0.001585
                 172,           0.0079905,           0.0027298,          0.00050253,             0.99453,              0.9893,               0.995,             0.86406,           0.0076483,           0.0033536,           0.0003373,           0.0015355,           0.0015355,           0.0015355
                 173,           0.0076136,           0.0029564,            0.000613,             0.98459,             0.99067,             0.99472,             0.86669,           0.0073648,           0.0032913,          0.00035211,            0.001486,            0.001486,            0.001486
                 174,           0.0080974,            0.002992,           0.0011672,             0.98945,             0.98677,               0.995,             0.86885,            0.007525,           0.0032444,          0.00036284,           0.0014365,           0.0014365,           0.0014365
                 175,           0.0068865,           0.0028589,          0.00083563,             0.98472,             0.98686,               0.995,             0.86705,           0.0075268,           0.0033031,          0.00036593,            0.001387,            0.001387,            0.001387
                 176,           0.0074272,           0.0027994,          0.00055368,             0.98818,             0.98688,               0.995,             0.87603,           0.0071221,           0.0033008,          0.00035171,           0.0013375,           0.0013375,           0.0013375
                 177,           0.0071641,           0.0028794,          0.00053687,             0.99059,             0.98685,               0.995,             0.87271,           0.0074054,           0.0032511,          0.00033851,            0.001288,            0.001288,            0.001288
                 178,           0.0069014,           0.0028745,          0.00046278,             0.98969,             0.98684,               0.995,             0.86822,           0.0072706,           0.0033357,          0.00032859,           0.0012385,           0.0012385,           0.0012385
                 179,           0.0074882,           0.0029174,          0.00065058,             0.97965,             0.99991,               0.995,             0.87394,           0.0072097,           0.0033133,          0.00032336,            0.001189,            0.001189,            0.001189
                 180,           0.0070418,           0.0028255,          0.00070144,             0.97579,                   1,               0.995,             0.86619,           0.0074482,           0.0033152,          0.00031303,           0.0011395,           0.0011395,           0.0011395
                 181,           0.0065678,           0.0028673,          0.00058428,             0.97482,                   1,               0.995,              0.8729,           0.0075258,            0.003317,          0.00030492,             0.00109,             0.00109,             0.00109
                 182,           0.0072882,           0.0028665,          0.00049661,             0.98122,             0.99054,               0.995,             0.87131,           0.0075896,           0.0032843,          0.00029843,           0.0010405,           0.0010405,           0.0010405
                 183,           0.0063714,           0.0027756,          0.00038886,             0.97841,             0.98684,               0.995,               0.878,           0.0073342,           0.0032921,          0.00029891,            0.000991,            0.000991,            0.000991
                 184,           0.0067711,           0.0027797,          0.00080762,             0.96632,              0.9981,               0.995,             0.87234,           0.0072455,           0.0033618,          0.00030126,           0.0009415,           0.0009415,           0.0009415
                 185,           0.0069749,           0.0028438,          0.00046767,             0.96833,             0.99999,               0.995,             0.87993,           0.0069482,           0.0033309,          0.00029994,            0.000892,            0.000892,            0.000892
                 186,           0.0064638,           0.0029695,          0.00060598,             0.97245,             0.99994,               0.995,             0.87579,           0.0069957,           0.0032925,          0.00029361,           0.0008425,           0.0008425,           0.0008425
                 187,           0.0067637,           0.0028195,           0.0010418,             0.97668,                   1,               0.995,             0.87781,           0.0070046,           0.0032704,          0.00028607,            0.000793,            0.000793,            0.000793
                 188,           0.0063809,           0.0028406,          0.00079434,             0.98101,                   1,               0.995,             0.87089,           0.0068796,           0.0033285,          0.00027428,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0066061,           0.0027585,          0.00040681,             0.98048,                   1,               0.995,             0.86976,           0.0070746,           0.0032613,          0.00026518,            0.000694,            0.000694,            0.000694
                 190,           0.0063266,           0.0027818,          0.00042939,             0.97805,                   1,               0.995,             0.86912,           0.0070969,           0.0032932,          0.00025887,           0.0006445,           0.0006445,           0.0006445
                 191,           0.0059367,           0.0027852,          0.00049331,             0.97637,                   1,               0.995,             0.87726,           0.0073548,           0.0032173,          0.00025173,            0.000595,            0.000595,            0.000595
                 192,           0.0066788,           0.0028768,          0.00075253,             0.97997,                   1,               0.995,             0.87606,           0.0070416,            0.003192,           0.0002485,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0059808,           0.0026946,          0.00037153,             0.97773,              0.9999,               0.995,             0.87424,           0.0069514,           0.0032394,           0.0002469,            0.000496,            0.000496,            0.000496
                 194,           0.0062515,           0.0026549,          0.00046334,             0.97893,                   1,               0.995,             0.87398,           0.0071738,            0.003337,          0.00024353,           0.0004465,           0.0004465,           0.0004465
                 195,           0.0058167,           0.0028916,          0.00044881,             0.97978,             0.99993,               0.995,             0.87947,           0.0070445,            0.003262,          0.00024278,            0.000397,            0.000397,            0.000397
                 196,            0.006433,           0.0027373,          0.00084119,             0.97755,                   1,               0.995,             0.87131,           0.0068365,           0.0032306,          0.00024095,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0060318,           0.0028577,          0.00036912,               0.974,             0.99995,               0.995,             0.87085,           0.0069452,            0.003245,          0.00023896,            0.000298,            0.000298,            0.000298
                 198,            0.005937,           0.0027952,          0.00032485,             0.97542,             0.99994,               0.995,             0.87708,           0.0070189,           0.0032495,          0.00023511,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0056306,           0.0029299,          0.00033502,             0.97784,                   1,               0.995,             0.87303,           0.0069561,           0.0032416,          0.00023391,            0.000199,            0.000199,            0.000199
